"Date","Animals in Residence"
"2017-02-06","124"
"2017-02-07","126"
"2017-02-08","126"
"2017-02-09","120"
"2017-02-10","114"
"2017-02-11","114"
"2017-02-12","116"
"2017-02-13","117"
"2017-02-14","111"
"2017-02-15","107"
"2017-02-16","108"
"2017-02-17","112"
"2017-02-18","108"
"2017-02-19","108"
"2017-02-20","108"
"2017-02-21","111"
"2017-02-22","115"
"2017-02-23","114"
"2017-02-24","111"
"2017-02-25","110"
"2017-02-26","113"
"2017-02-27","115"
"2017-02-28","111"
"2017-03-01","109"
"2017-03-02","106"
"2017-03-03","102"
"2017-03-04","103"
"2017-03-05","104"
"2017-03-06","108"
"2017-03-07","106"
"2017-03-08","93"
"2017-03-09","90"
"2017-03-10","90"
"2017-03-11","93"
"2017-03-12","94"
"2017-03-13","97"
"2017-03-14","106"
"2017-03-15","103"
"2017-03-16","103"
"2017-03-17","104"
"2017-03-18","99"
"2017-03-19","96"
"2017-03-20","98"
"2017-03-21","94"
"2017-03-22","101"
"2017-03-23","103"
"2017-03-24","102"
"2017-03-25","110"
"2017-03-26","114"
"2017-03-27","117"
"2017-03-28","115"
"2017-03-29","107"
"2017-03-30","108"
"2017-03-31","110"
"2017-04-01","111"
"2017-04-02","111"
"2017-04-03","112"
"2017-04-04","116"
"2017-04-05","114"
"2017-04-06","113"
"2017-04-07","115"
"2017-04-08","109"
"2017-04-09","110"
"2017-04-10","116"
"2017-04-11","111"
"2017-04-12","115"
"2017-04-13","120"
"2017-04-14","126"
"2017-04-15","130"
"2017-04-16","130"
"2017-04-17","134"
"2017-04-18","127"
"2017-04-19","135"
"2017-04-20","133"
"2017-04-21","132"
"2017-04-22","140"
"2017-04-23","147"
"2017-04-24","146"
"2017-04-25","141"
"2017-04-26","136"
"2017-04-27","139"
"2017-04-28","126"
"2017-04-29","127"
"2017-04-30","132"
"2017-05-01","136"
"2017-05-02","123"
"2017-05-03","118"
"2017-05-04","120"
"2017-05-05","121"
"2017-05-06","111"
"2017-05-07","120"
"2017-05-08","123"
"2017-05-09","123"
"2017-05-10","122"
"2017-05-11","136"
"2017-05-12","136"
"2017-05-13","139"
"2017-05-14","140"
"2017-05-15","144"
"2017-05-16","148"
"2017-05-17","141"
"2017-05-18","140"
"2017-05-19","142"
"2017-05-20","146"
"2017-05-21","147"
"2017-05-22","149"
"2017-05-23","148"
"2017-05-24","146"
"2017-05-25","150"
"2017-05-26","151"
"2017-05-27","148"
"2017-05-28","150"
"2017-05-29","150"
"2017-05-30","152"
"2017-05-31","149"
"2017-06-01","156"
"2017-06-02","162"
"2017-06-03","158"
"2017-06-04","159"
"2017-06-05","164"
"2017-06-06","168"
"2017-06-07","180"
"2017-06-08","167"
"2017-06-09","163"
"2017-06-10","172"
"2017-06-11","172"
"2017-06-12","183"
"2017-06-13","164"
"2017-06-14","153"
"2017-06-15","150"
"2017-06-16","152"
"2017-06-17","146"
"2017-06-18","148"
"2017-06-19","154"
"2017-06-20","150"
"2017-06-21","160"
"2017-06-22","161"
"2017-06-23","157"
"2017-06-24","159"
"2017-06-25","159"
"2017-06-26","162"
"2017-06-27","172"
"2017-06-28","167"
"2017-06-29","168"
"2017-06-30","165"
"2017-07-01","154"
"2017-07-02","155"
"2017-07-03","158"
"2017-07-04","159"
"2017-07-05","167"
"2017-07-06","159"
"2017-07-07","160"
"2017-07-08","153"
"2017-07-09","155"
"2017-07-10","163"
"2017-07-11","159"
"2017-07-12","149"
"2017-07-13","162"
"2017-07-14","158"
"2017-07-15","155"
"2017-07-16","162"
"2017-07-17","168"
"2017-07-18","157"
"2017-07-19","158"
"2017-07-20","152"
"2017-07-21","153"
"2017-07-22","147"
"2017-07-23","147"
"2017-07-24","150"
"2017-07-25","149"
"2017-07-26","161"
"2017-07-27","162"
"2017-07-28","157"
"2017-07-29","149"
"2017-07-30","150"
"2017-07-31","156"
"2017-08-01","153"
"2017-08-02","146"
"2017-08-03","137"
"2017-08-04","136"
"2017-08-05","131"
"2017-08-06","134"
"2017-08-07","137"
"2017-08-08","130"
"2017-08-09","127"
"2017-08-10","122"
"2017-08-11","123"
"2017-08-12","131"
"2017-08-13","131"
"2017-08-14","136"
"2017-08-15","142"
"2017-08-16","140"
"2017-08-17","147"
"2017-08-18","140"
"2017-08-19","123"
"2017-08-20","126"
"2017-08-21","133"
"2017-08-22","137"
"2017-08-23","135"
"2017-08-24","152"
"2017-08-25","150"
"2017-08-26","149"
"2017-08-27","153"
"2017-08-28","155"
"2017-08-29","154"
"2017-08-30","171"
"2017-08-31","173"
"2017-09-01","182"
"2017-09-02","177"
"2017-09-03","178"
"2017-09-04","179"
"2017-09-05","181"
"2017-09-06","179"
"2017-09-07","167"
"2017-09-08","159"
"2017-09-09","155"
"2017-09-10","155"
"2017-09-11","163"
"2017-09-12","158"
"2017-09-13","165"
"2017-09-14","165"
"2017-09-15","157"
"2017-09-16","157"
"2017-09-17","155"
"2017-09-18","160"
"2017-09-19","165"
"2017-09-20","162"
"2017-09-21","160"
"2017-09-22","158"
"2017-09-23","152"
"2017-09-24","153"
"2017-09-25","153"
"2017-09-26","155"
"2017-09-27","153"
"2017-09-28","155"
"2017-09-29","151"
"2017-09-30","142"
"2017-10-01","144"
"2017-10-02","146"
"2017-10-03","160"
"2017-10-04","157"
"2017-10-05","154"
"2017-10-06","150"
"2017-10-07","142"
"2017-10-08","142"
"2017-10-09","147"
"2017-10-10","165"
"2017-10-11","122"
"2017-10-12","100"
"2017-10-13","91"
"2017-10-14","109"
"2017-10-15","114"
"2017-10-16","138"
"2017-10-17","146"
"2017-10-18","159"
"2017-10-19","163"
"2017-10-20","169"
"2017-10-21","168"
"2017-10-22","169"
"2017-10-23","173"
"2017-10-24","174"
"2017-10-25","180"
"2017-10-26","183"
"2017-10-27","191"
"2017-10-28","189"
"2017-10-29","188"
"2017-10-30","191"
"2017-10-31","189"
"2017-11-01","188"
"2017-11-02","184"
"2017-11-03","185"
"2017-11-04","193"
"2017-11-05","192"
"2017-11-06","198"
"2017-11-07","192"
"2017-11-08","193"
"2017-11-09","192"
"2017-11-10","197"
"2017-11-11","206"
"2017-11-12","206"
"2017-11-13","207"
"2017-11-14","204"
"2017-11-15","215"
"2017-11-16","217"
"2017-11-17","193"
"2017-11-18","188"
"2017-11-19","188"
"2017-11-20","188"
"2017-11-21","184"
"2017-11-22","171"
"2017-11-23","171"
"2017-11-24","179"
"2017-11-25","171"
"2017-11-26","172"
"2017-11-27","172"
"2017-11-28","168"
"2017-11-29","165"
"2017-11-30","164"
"2017-12-01","152"
"2017-12-02","151"
"2017-12-03","153"
"2017-12-04","160"
"2017-12-05","157"
"2017-12-06","152"
"2017-12-07","162"
"2017-12-08","170"
"2017-12-09","166"
"2017-12-10","166"
"2017-12-11","166"
"2017-12-12","152"
"2017-12-13","127"
"2017-12-14","128"
"2017-12-15","120"
"2017-12-16","118"
"2017-12-17","120"
"2017-12-18","119"
"2017-12-19","116"
"2017-12-20","113"
"2017-12-21","113"
"2017-12-22","116"
"2017-12-23","120"
"2017-12-24","124"
"2017-12-25","124"
"2017-12-26","117"
"2017-12-27","111"
"2017-12-28","128"
"2017-12-29","123"
"2017-12-30","121"
"2017-12-31","125"
"2018-01-01","127"
"2018-01-02","126"
"2018-01-03","131"
"2018-01-04","137"
"2018-01-05","128"
"2018-01-06","134"
"2018-01-07","135"
"2018-01-08","137"
"2018-01-09","140"
"2018-01-10","140"
"2018-01-11","126"
"2018-01-12","130"
"2018-01-13","122"
"2018-01-14","126"
"2018-01-15","126"
"2018-01-16","123"
"2018-01-17","127"
"2018-01-18","120"
"2018-01-19","112"
"2018-01-20","109"
"2018-01-21","113"
"2018-01-22","117"
"2018-01-23","109"
"2018-01-24","111"
"2018-01-25","115"
"2018-01-26","110"
"2018-01-27","108"
"2018-01-28","113"
"2018-01-29","116"
"2018-01-30","110"
"2018-01-31","119"
"2018-02-01","120"
"2018-02-02","114"
"2018-02-03","108"
"2018-02-04","110"
"2018-02-05","113"
"2018-02-06","111"
"2018-02-07","115"
"2018-02-08","118"
"2018-02-09","119"
"2018-02-10","129"
"2018-02-11","130"
"2018-02-12","130"
"2018-02-13","134"
"2018-02-14","143"
"2018-02-15","141"
"2018-02-16","137"
"2018-02-17","136"
"2018-02-18","137"
"2018-02-19","137"
"2018-02-20","143"
"2018-02-21","144"
"2018-02-22","140"
"2018-02-23","140"
"2018-02-24","136"
"2018-02-25","139"
"2018-02-26","141"
"2018-02-27","130"
"2018-02-28","135"
"2018-03-01","108"
"2018-03-02","105"
"2018-03-03","95"
"2018-03-04","95"
"2018-03-05","98"
"2018-03-06","99"
"2018-03-07","92"
"2018-03-08","100"
"2018-03-09","97"
"2018-03-10","96"
"2018-03-11","99"
"2018-03-12","113"
"2018-03-13","98"
"2018-03-14","107"
"2018-03-15","108"
"2018-03-16","107"
"2018-03-17","105"
"2018-03-18","108"
"2018-03-19","117"
"2018-03-20","108"
"2018-03-21","106"
"2018-03-22","122"
"2018-03-23","122"
"2018-03-24","119"
"2018-03-25","120"
"2018-03-26","119"
"2018-03-27","117"
"2018-03-28","119"
"2018-03-29","121"
"2018-03-30","127"
"2018-03-31","122"
"2018-04-01","123"
"2018-04-02","128"
"2018-04-03","134"
"2018-04-04","132"
"2018-04-05","139"
"2018-04-06","125"
"2018-04-07","131"
"2018-04-08","137"
"2018-04-09","140"
"2018-04-10","137"
"2018-04-11","135"
"2018-04-12","129"
"2018-04-13","124"
"2018-04-14","122"
"2018-04-15","120"
"2018-04-16","122"
"2018-04-17","129"
"2018-04-18","126"
"2018-04-19","135"
"2018-04-20","134"
"2018-04-21","136"
"2018-04-22","136"
"2018-04-23","142"
"2018-04-24","174"
"2018-04-25","170"
"2018-04-26","172"
"2018-04-27","174"
"2018-04-28","140"
"2018-04-29","141"
"2018-04-30","143"
"2018-05-01","152"
"2018-05-02","152"
"2018-05-03","150"
"2018-05-04","143"
"2018-05-05","140"
"2018-05-06","140"
"2018-05-07","144"
"2018-05-08","148"
"2018-05-09","140"
"2018-05-10","142"
"2018-05-11","133"
"2018-05-12","130"
"2018-05-13","131"
"2018-05-14","135"
"2018-05-15","150"
"2018-05-16","150"
"2018-05-17","165"
"2018-05-18","162"
"2018-05-19","133"
"2018-05-20","138"
"2018-05-21","139"
"2018-05-22","140"
"2018-05-23","141"
"2018-05-24","140"
"2018-05-25","143"
"2018-05-26","141"
"2018-05-27","143"
"2018-05-28","145"
"2018-05-29","152"
"2018-05-30","162"
"2018-05-31","156"
"2018-06-01","154"
"2018-06-02","157"
"2018-06-03","156"
"2018-06-04","163"
"2018-06-05","174"
"2018-06-06","174"
"2018-06-07","168"
"2018-06-08","164"
"2018-06-09","158"
"2018-06-10","158"
"2018-06-11","159"
"2018-06-12","157"
"2018-06-13","154"
"2018-06-14","157"
"2018-06-15","162"
"2018-06-16","155"
"2018-06-17","155"
"2018-06-18","157"
"2018-06-19","158"
"2018-06-20","153"
"2018-06-21","159"
"2018-06-22","160"
"2018-06-23","160"
"2018-06-24","160"
"2018-06-25","159"
"2018-06-26","163"
"2018-06-27","165"
"2018-06-28","155"
"2018-06-29","154"
"2018-06-30","167"
"2018-07-01","167"
"2018-07-02","163"
"2018-07-03","171"
"2018-07-04","172"
"2018-07-05","179"
"2018-07-06","184"
"2018-07-07","185"
"2018-07-08","191"
"2018-07-09","200"
"2018-07-10","203"
"2018-07-11","199"
"2018-07-12","202"
"2018-07-13","184"
"2018-07-14","187"
"2018-07-15","189"
"2018-07-16","190"
"2018-07-17","179"
"2018-07-18","180"
"2018-07-19","172"
"2018-07-20","174"
"2018-07-21","171"
"2018-07-22","172"
"2018-07-23","171"
"2018-07-24","159"
"2018-07-25","163"
"2018-07-26","152"
"2018-07-27","149"
"2018-07-28","142"
"2018-07-29","144"
"2018-07-30","151"
"2018-07-31","150"
"2018-08-01","155"
"2018-08-02","152"
"2018-08-03","160"
"2018-08-04","158"
"2018-08-05","158"
"2018-08-06","159"
"2018-08-07","166"
"2018-08-08","169"
"2018-08-09","157"
"2018-08-10","156"
"2018-08-11","153"
"2018-08-12","157"
"2018-08-13","165"
"2018-08-14","169"
"2018-08-15","181"
"2018-08-16","174"
"2018-08-17","170"
"2018-08-18","155"
"2018-08-19","153"
"2018-08-20","158"
"2018-08-21","162"
"2018-08-22","160"
"2018-08-23","159"
"2018-08-24","153"
"2018-08-25","149"
"2018-08-26","152"
"2018-08-27","155"
"2018-08-28","148"
"2018-08-29","156"
"2018-08-30","153"
"2018-08-31","156"
"2018-09-01","151"
"2018-09-02","152"
"2018-09-03","152"
"2018-09-04","158"
"2018-09-05","171"
"2018-09-06","174"
"2018-09-07","183"
"2018-09-08","186"
"2018-09-09","188"
"2018-09-10","191"
"2018-09-11","189"
"2018-09-12","192"
"2018-09-13","192"
"2018-09-14","194"
"2018-09-15","190"
"2018-09-16","190"
"2018-09-17","197"
"2018-09-18","200"
"2018-09-19","201"
"2018-09-20","204"
"2018-09-21","191"
"2018-09-22","183"
"2018-09-23","185"
"2018-09-24","187"
"2018-09-25","185"
"2018-09-26","180"
"2018-09-27","180"
"2018-09-28","192"
"2018-09-29","189"
"2018-09-30","191"
"2018-10-01","199"
"2018-10-02","181"
"2018-10-03","180"
"2018-10-04","169"
"2018-10-05","158"
"2018-10-06","161"
"2018-10-07","162"
"2018-10-08","161"
"2018-10-09","167"
"2018-10-10","172"
"2018-10-11","164"
"2018-10-12","157"
"2018-10-13","165"
"2018-10-14","166"
"2018-10-15","173"
"2018-10-16","176"
"2018-10-17","174"
"2018-10-18","182"
"2018-10-19","180"
"2018-10-20","174"
"2018-10-21","177"
"2018-10-22","169"
"2018-10-23","152"
"2018-10-24","153"
"2018-10-25","155"
"2018-10-26","158"
"2018-10-27","149"
"2018-10-28","150"
"2018-10-29","150"
"2018-10-30","150"
"2018-10-31","143"
"2018-11-01","148"
"2018-11-02","147"
"2018-11-03","141"
"2018-11-04","140"
"2018-11-05","141"
"2018-11-06","141"
"2018-11-07","141"
"2018-11-08","143"
"2018-11-09","139"
"2018-11-10","145"
"2018-11-11","149"
"2018-11-12","153"
"2018-11-13","138"
"2018-11-14","136"
"2018-11-15","141"
"2018-11-16","135"
"2018-11-17","133"
"2018-11-18","136"
"2018-11-19","139"
"2018-11-20","141"
"2018-11-21","131"
"2018-11-22","134"
"2018-11-23","135"
"2018-11-24","129"
"2018-11-25","131"
"2018-11-26","135"
"2018-11-27","133"
"2018-11-28","136"
"2018-11-29","133"
"2018-11-30","135"
"2018-12-01","129"
"2018-12-02","130"
"2018-12-03","135"
"2018-12-04","130"
"2018-12-05","119"
"2018-12-06","132"
"2018-12-07","129"
"2018-12-08","119"
"2018-12-09","120"
"2018-12-10","121"
"2018-12-11","129"
"2018-12-12","130"
"2018-12-13","134"
"2018-12-14","134"
"2018-12-15","132"
"2018-12-16","133"
"2018-12-17","132"
"2018-12-18","137"
"2018-12-19","137"
"2018-12-20","138"
"2018-12-21","135"
"2018-12-22","139"
"2018-12-23","139"
"2018-12-24","142"
"2018-12-25","142"
"2018-12-26","154"
"2018-12-27","160"
"2018-12-28","155"
"2018-12-29","152"
"2018-12-30","152"
"2018-12-31","156"
"2019-01-01","159"
"2019-01-02","155"
"2019-01-03","144"
"2019-01-04","127"
"2019-01-05","111"
"2019-01-06","114"
"2019-01-07","116"
"2019-01-08","110"
"2019-01-09","115"
"2019-01-10","109"
"2019-01-11","106"
"2019-01-12","108"
"2019-01-13","111"
"2019-01-14","110"
"2019-01-15","102"
"2019-01-16","101"
"2019-01-17","100"
"2019-01-18","108"
"2019-01-19","110"
"2019-01-20","110"
"2019-01-21","112"
"2019-01-22","105"
"2019-01-23","104"
"2019-01-24","98"
"2019-01-25","100"
"2019-01-26","95"
"2019-01-27","98"
"2019-01-28","101"
"2019-01-29","97"
"2019-01-30","101"
"2019-01-31","101"
"2019-02-01","102"
"2019-02-02","105"
"2019-02-03","109"
"2019-02-04","100"
"2019-02-05","96"
"2019-02-06","97"
"2019-02-07","99"
"2019-02-08","101"
"2019-02-09","96"
"2019-02-10","98"
"2019-02-11","101"
"2019-02-12","101"
"2019-02-13","103"
"2019-02-14","102"
"2019-02-15","99"
"2019-02-16","93"
"2019-02-17","97"
"2019-02-18","97"
"2019-02-19","95"
"2019-02-20","107"
"2019-02-21","109"
"2019-02-22","110"
"2019-02-23","110"
"2019-02-24","110"
"2019-02-25","116"
"2019-02-26","111"
"2019-02-27","116"
"2019-02-28","113"
"2019-03-01","114"
"2019-03-02","115"
"2019-03-03","116"
"2019-03-04","104"
"2019-03-05","103"
"2019-03-06","103"
"2019-03-07","108"
"2019-03-08","109"
"2019-03-09","100"
"2019-03-10","103"
"2019-03-11","108"
"2019-03-12","105"
"2019-03-13","101"
"2019-03-14","87"
"2019-03-15","90"
"2019-03-16","92"
"2019-03-17","93"
"2019-03-18","97"
"2019-03-19","92"
"2019-03-20","92"
"2019-03-21","102"
"2019-03-22","100"
"2019-03-23","102"
"2019-03-24","102"
"2019-03-25","102"
"2019-03-26","99"
"2019-03-27","108"
"2019-03-28","107"
"2019-03-29","109"
"2019-03-30","110"
"2019-03-31","116"
"2019-04-01","119"
"2019-04-02","125"
"2019-04-03","124"
"2019-04-04","133"
"2019-04-05","125"
"2019-04-06","125"
"2019-04-07","127"
"2019-04-08","129"
"2019-04-09","123"
"2019-04-10","119"
"2019-04-11","118"
"2019-04-12","126"
"2019-04-13","127"
"2019-04-14","127"
"2019-04-15","133"
"2019-04-16","126"
"2019-04-17","124"
"2019-04-18","123"
"2019-04-19","130"
"2019-04-20","120"
"2019-04-21","120"
"2019-04-22","123"
"2019-04-23","121"
"2019-04-24","125"
"2019-04-25","120"
"2019-04-26","106"
"2019-04-27","102"
"2019-04-28","103"
"2019-04-29","82"
"2019-04-30","89"
"2019-05-01","90"
"2019-05-02","91"
"2019-05-03","93"
"2019-05-04","97"
"2019-05-05","99"
"2019-05-06","102"
"2019-05-07","101"
"2019-05-08","101"
"2019-05-09","103"
"2019-05-10","110"
"2019-05-11","109"
"2019-05-12","111"
"2019-05-13","110"
"2019-05-14","116"
"2019-05-15","118"
"2019-05-16","124"
"2019-05-17","125"
"2019-05-18","119"
"2019-05-19","119"
"2019-05-20","122"
"2019-05-21","126"
"2019-05-22","124"
"2019-05-23","129"
"2019-05-24","135"
"2019-05-25","146"
"2019-05-26","145"
"2019-05-27","145"
"2019-05-28","138"
"2019-05-29","128"
"2019-05-30","137"
"2019-05-31","145"
"2019-06-01","153"
"2019-06-02","154"
"2019-06-03","157"
"2019-06-04","164"
"2019-06-05","152"
"2019-06-06","147"
"2019-06-07","142"
"2019-06-08","138"
"2019-06-09","138"
"2019-06-10","146"
"2019-06-11","152"
"2019-06-12","149"
"2019-06-13","147"
"2019-06-14","141"
"2019-06-15","140"
"2019-06-16","139"
"2019-06-17","145"
"2019-06-18","145"
"2019-06-19","159"
"2019-06-20","159"
"2019-06-21","155"
"2019-06-22","144"
"2019-06-23","145"
"2019-06-24","130"
"2019-06-25","134"
"2019-06-26","137"
"2019-06-27","144"
"2019-06-28","150"
"2019-06-29","146"
"2019-06-30","148"
"2019-07-01","158"
"2019-07-02","151"
"2019-07-03","140"
"2019-07-04","141"
"2019-07-05","148"
"2019-07-06","143"
"2019-07-07","144"
"2019-07-08","140"
"2019-07-09","130"
"2019-07-10","131"
"2019-07-11","132"
"2019-07-12","135"
"2019-07-13","138"
"2019-07-14","139"
"2019-07-15","144"
"2019-07-16","142"
"2019-07-17","138"
"2019-07-18","137"
"2019-07-19","141"
"2019-07-20","143"
"2019-07-21","145"
"2019-07-22","146"
"2019-07-23","145"
"2019-07-24","146"
"2019-07-25","146"
"2019-07-26","142"
"2019-07-27","154"
"2019-07-28","155"
"2019-07-29","162"
"2019-07-30","158"
"2019-07-31","152"
"2019-08-01","159"
"2019-08-02","165"
"2019-08-03","163"
"2019-08-04","163"
"2019-08-05","177"
"2019-08-06","171"
"2019-08-07","171"
"2019-08-08","162"
"2019-08-09","165"
"2019-08-10","157"
"2019-08-11","158"
"2019-08-12","157"
"2019-08-13","157"
"2019-08-14","155"
"2019-08-15","173"
"2019-08-16","168"
"2019-08-17","162"
"2019-08-18","166"
"2019-08-19","176"
"2019-08-20","159"
"2019-08-21","153"
"2019-08-22","155"
"2019-08-23","155"
"2019-08-24","162"
"2019-08-25","162"
"2019-08-26","166"
"2019-08-27","154"
"2019-08-28","154"
"2019-08-29","153"
"2019-08-30","150"
"2019-08-31","148"
"2019-09-01","148"
"2019-09-02","151"
"2019-09-03","143"
"2019-09-04","142"
"2019-09-05","157"
"2019-09-06","144"
"2019-09-07","146"
"2019-09-08","143"
"2019-09-09","144"
"2019-09-10","145"
"2019-09-11","149"
"2019-09-12","152"
"2019-09-13","145"
"2019-09-14","143"
"2019-09-15","144"
"2019-09-16","143"
"2019-09-17","141"
"2019-09-18","128"
"2019-09-19","131"
"2019-09-20","127"
"2019-09-21","127"
"2019-09-22","129"
"2019-09-23","135"
"2019-09-24","136"
"2019-09-25","135"
"2019-09-26","137"
"2019-09-27","148"
"2019-09-28","146"
"2019-09-29","146"
"2019-09-30","158"
"2019-10-01","177"
"2019-10-02","167"
"2019-10-03","164"
"2019-10-04","153"
"2019-10-05","142"
"2019-10-06","144"
"2019-10-07","140"
"2019-10-08","150"
"2019-10-09","142"
"2019-10-10","150"
"2019-10-11","150"
"2019-10-12","132"
"2019-10-13","133"
"2019-10-14","135"
"2019-10-15","125"
"2019-10-16","125"
"2019-10-17","125"
"2019-10-18","120"
"2019-10-19","118"
"2019-10-20","122"
"2019-10-21","122"
"2019-10-22","124"
"2019-10-23","127"
"2019-10-24","130"
"2019-10-25","131"
"2019-10-26","65"
"2019-10-27","67"
"2019-10-28","73"
"2019-10-29","82"
"2019-10-30","87"
"2019-10-31","91"
"2019-11-01","87"
"2019-11-02","95"
"2019-11-03","96"
"2019-11-04","99"
"2019-11-05","104"
"2019-11-06","104"
"2019-11-07","113"
"2019-11-08","111"
"2019-11-09","105"
"2019-11-10","107"
"2019-11-11","110"
"2019-11-12","107"
"2019-11-13","107"
"2019-11-14","110"
"2019-11-15","114"
"2019-11-16","111"
"2019-11-17","111"
"2019-11-18","118"
"2019-11-19","116"
"2019-11-20","116"
"2019-11-21","111"
"2019-11-22","106"
"2019-11-23","108"
"2019-11-24","109"
"2019-11-25","109"
"2019-11-26","113"
"2019-11-27","111"
"2019-11-28","111"
"2019-11-29","111"
"2019-11-30","111"
"2019-12-01","112"
"2019-12-02","113"
"2019-12-03","119"
"2019-12-04","114"
"2019-12-05","120"
"2019-12-06","123"
"2019-12-07","124"
"2019-12-08","122"
"2019-12-09","127"
"2019-12-10","119"
"2019-12-11","120"
"2019-12-12","123"
"2019-12-13","124"
"2019-12-14","118"
"2019-12-15","119"
"2019-12-16","119"
"2019-12-17","114"
"2019-12-18","113"
"2019-12-19","102"
"2019-12-20","98"
"2019-12-21","88"
"2019-12-22","91"
"2019-12-23","93"
"2019-12-24","96"
"2019-12-25","97"
"2019-12-26","94"
"2019-12-27","89"
"2019-12-28","85"
"2019-12-29","86"
"2019-12-30","86"
"2019-12-31","85"
"2020-01-01","86"
"2020-01-02","85"
"2020-01-03","90"
"2020-01-04","86"
"2020-01-05","87"
"2020-01-06","89"
"2020-01-07","85"
"2020-01-08","91"
"2020-01-09","94"
"2020-01-10","93"
"2020-01-11","94"
"2020-01-12","94"
"2020-01-13","99"
"2020-01-14","94"
"2020-01-15","88"
"2020-01-16","85"
"2020-01-17","90"
"2020-01-18","84"
"2020-01-19","88"
"2020-01-20","89"
"2020-01-21","89"
"2020-01-22","100"
"2020-01-23","100"
"2020-01-24","109"
"2020-01-25","95"
"2020-01-26","97"
"2020-01-27","102"
"2020-01-28","100"
"2020-01-29","103"
"2020-01-30","100"
"2020-01-31","102"
"2020-02-01","109"
"2020-02-02","110"
"2020-02-03","108"
"2020-02-04","110"
"2020-02-05","102"
"2020-02-06","105"
"2020-02-07","111"
"2020-02-08","106"
"2020-02-09","106"
"2020-02-10","108"
"2020-02-11","100"
"2020-02-12","102"
"2020-02-13","102"
"2020-02-14","93"
"2020-02-15","88"
"2020-02-16","95"
"2020-02-17","96"
"2020-02-18","102"
"2020-02-19","102"
"2020-02-20","113"
"2020-02-21","101"
"2020-02-22","100"
"2020-02-23","101"
"2020-02-24","103"
"2020-02-25","103"
"2020-02-26","101"
"2020-02-27","96"
"2020-02-28","92"
"2020-02-29","92"
"2020-03-01","93"
"2020-03-02","96"
"2020-03-03","99"
"2020-03-04","97"
"2020-03-05","101"
"2020-03-06","105"
"2020-03-07","96"
"2020-03-08","96"
"2020-03-09","97"
"2020-03-10","95"
"2020-03-11","93"
"2020-03-12","92"
"2020-03-13","95"
"2020-03-14","93"
"2020-03-15","96"
"2020-03-16","97"
"2020-03-17","97"
"2020-03-18","96"
"2020-03-19","98"
"2020-03-20","99"
"2020-03-21","101"
"2020-03-22","101"
"2020-03-23","104"
"2020-03-24","101"
"2020-03-25","106"
"2020-03-26","104"
"2020-03-27","105"
"2020-03-28","111"
"2020-03-29","112"
"2020-03-30","113"
"2020-03-31","113"
"2020-04-01","115"
"2020-04-02","107"
"2020-04-03","108"
"2020-04-04","108"
"2020-04-05","108"
"2020-04-06","108"
"2020-04-07","107"
"2020-04-08","107"
"2020-04-09","107"
"2020-04-10","105"
"2020-04-11","98"
"2020-04-12","99"
"2020-04-13","85"
"2020-04-14","73"
"2020-04-15","71"
"2020-04-16","71"
"2020-04-17","66"
"2020-04-18","67"
"2020-04-19","67"
"2020-04-20","66"
"2020-04-21","68"
"2020-04-22","67"
"2020-04-23","66"
"2020-04-24","65"
"2020-04-25","65"
"2020-04-26","65"
"2020-04-27","58"
"2020-04-28","58"
"2020-04-29","58"
"2020-04-30","61"
"2020-05-01","58"
"2020-05-02","60"
"2020-05-03","60"
"2020-05-04","60"
"2020-05-05","61"
"2020-05-06","49"
"2020-05-07","49"
"2020-05-08","48"
"2020-05-09","44"
"2020-05-10","44"
"2020-05-11","42"
"2020-05-12","42"
"2020-05-13","41"
"2020-05-14","41"
"2020-05-15","44"
"2020-05-16","50"
"2020-05-17","50"
"2020-05-18","49"
"2020-05-19","49"
"2020-05-20","56"
"2020-05-21","51"
"2020-05-22","52"
"2020-05-23","52"
"2020-05-24","52"
"2020-05-25","53"
"2020-05-26","54"
"2020-05-27","56"
"2020-05-28","58"
"2020-05-29","62"
"2020-05-30","66"
"2020-05-31","66"
"2020-06-01","63"
"2020-06-02","62"
"2020-06-03","69"
"2020-06-04","67"
"2020-06-05","70"
"2020-06-06","72"
"2020-06-07","72"
"2020-06-08","72"
"2020-06-09","75"
"2020-06-10","76"
"2020-06-11","72"
"2020-06-12","81"
"2020-06-13","84"
"2020-06-14","86"
"2020-06-15","90"
"2020-06-16","87"
"2020-06-17","93"
"2020-06-18","90"
"2020-06-19","91"
"2020-06-20","93"
"2020-06-21","96"
"2020-06-22","99"
"2020-06-23","108"
"2020-06-24","108"
"2020-06-25","105"
"2020-06-26","103"
"2020-06-27","103"
"2020-06-28","105"
"2020-06-29","105"
"2020-06-30","107"
"2020-07-01","102"
"2020-07-02","107"
"2020-07-03","107"
"2020-07-04","105"
"2020-07-05","112"
"2020-07-06","116"
"2020-07-07","115"
"2020-07-08","106"
"2020-07-09","104"
"2020-07-10","100"
"2020-07-11","103"
"2020-07-12","109"
"2020-07-13","112"
"2020-07-14","115"
"2020-07-15","110"
"2020-07-16","105"
"2020-07-17","101"
"2020-07-18","97"
"2020-07-19","97"
"2020-07-20","97"
"2020-07-21","96"
"2020-07-22","94"
"2020-07-23","97"
"2020-07-24","104"
"2020-07-25","105"
"2020-07-26","105"
"2020-07-27","110"
"2020-07-28","95"
"2020-07-29","103"
"2020-07-30","101"
